judul,berita,emiten
"IHSG Melemah Terbatas, Cermati BBRI, TINS, TLKM dan CARE","baca juga: ihsg kurang kondusif, pantau untr, ptba, wika, towr, isat apabila the fed mengetatkan, maka pboc melonggarkan.","['untr', 'ptba', 'wika', 'towr']"
"IHSG Melemah Terbatas, Cermati BBRI, TINS, TLKM dan CARE","baca juga: phintraco sekuritas: ihsg fluktuatif, bipi hingga bbri berpotensi rebound seiring dengan rencana negara yang tergabung dalam g7 di mana akan melarang impor emas rusia sebagai tambahan paket sanksi atas invasi rusia, berpotensi berpengaruh terhadap pergerakan harga emas, namun tidak begitu signifikan mengingat negara kita tidak mendominasi porsi ekspor emas global.",['bbri']
"IHSG Melemah Terbatas, Cermati BBRI, TINS, TLKM dan CARE","“kami melihat penguatan harga emas imbas potensi larangan impor emas rusia, tidak begitu signifikan pengaruhnya ke pasar saham dalam negeri sebab posisi kita dari sisi cadangan bukan dominasi dan produksi kita hanya 3% terhadap produksi global.",['buka']
"IHSG Melemah Terbatas, Cermati BBRI, TINS, TLKM dan CARE","pilarmas investindo sekuritas merekomendasikan lima saham pilihan masuk radar perdagangan hari ini, yaitu pgas, towr, ptpp, abba, wskt.","['pgas', 'towr', 'ptpp', 'wskt']"
"Simak Rekomendasi Teknikal Saham ENRG, BMRI, dan TOWR Hari Ini (30/6)","bank berkode saham bbni ini berhasil membuat lompatan pemulihan kinerja positif pada tahun buku 2021 dengan laba bersih rp 10,89 triliun, tumbuh 232,2% year on year (yoy), atau dua kali lipat dari profit tahun 2020. sumber pertumbuhan itu adalah layanan digital, dimana bni mobile banking menjadi andalannya.",['bbni']
"Simak Rekomendasi Teknikal Saham ENRG, BMRI, dan TOWR Hari Ini (30/6)",tingginya transaksi keuangan di platform-platform digital pun menjadi sumber pertumbuhan fee based income (fbi) yang mendorong pertumbuhan laba progresif.,['inco']
"Simak Rekomendasi Teknikal Saham ENRG, BMRI, dan TOWR Hari Ini (30/6)","transformasi digital kami pun mendorong terbukanya potensi-potensi ekonomi baru,” tutupnya.",['buka']
"Yuk Intip Rekomendasi Saham Hari Ini (30/6), IHSG Berpeluang Koreksi Lagi","bbca: waspadai cyber crime melalui medsos jakarta- pt bank central asia tbk (bbca) menilai bahwa beberapa waktu terakhir semakin marak cybercrime melalui media sosial, seiring dengan pesatnya perkembangan teknologi digital.","['bbca', 'bbca']"
"Yuk Intip Rekomendasi Saham Hari Ini (30/6), IHSG Berpeluang Koreksi Lagi","dia menyebutkan, belakangan ini juga marak aksi penipuan melalui telepon atau whatsapp yang mengatasnamakan bbca dan iklan akun bca palsu, terutama di instagram yang menawarkan program upgrade menjadi nasabah bca solitaire dan prioritas.",['bbca']
"Yuk Intip Rekomendasi Saham Hari Ini (30/6), IHSG Berpeluang Koreksi Lagi","pada kesempatan yang sama, evp individual customer business development bbca, adrianus wagimin menyebutkan, maraknya aksi penipuan instagram yang menawarkan program upgrade menjadi nasabah bca solitaire dan prioritas telah memaksa perseroan untuk secara konsisten memberikan edukasi kepada nasabah.",['bbca']
"Yuk Intip Rekomendasi Saham Hari Ini (30/6), IHSG Berpeluang Koreksi Lagi","sebagai informasi, nasabah bca solitaire dan prioritas merupakan suatu keanggotaaan (membership) yang bersifat exclusive dan undangan, sehingga tidak hanya berdasarkan nominal deposito atau tabungan di bbca.","['excl', 'bbca']"
"Reliance Sekuritas: IHSG Hari ini Melemah, CPIN Salah Satu Jajaran Saham Berpotensi Naik","dalam menjalankan operasionalnya, perusahaan terbuka wajib menganggarkan dana untuk menggaji karyawannya.",['buka']
"Reliance Sekuritas: IHSG Hari ini Melemah, CPIN Salah Satu Jajaran Saham Berpotensi Naik",.example_responsive_1 { width: 320px; height: 100px; } @media(min-width: 500px) { .example_responsive_1 { width: 468px; height: 60px; } } @media(min-width: 800px) { .example_responsive_1 { width: 728px; height: 90px; } } (adsbygoogle = window.adsbygoogle || []).push({}); perusahaan yang pertama adalah pt bank central asia tbk dengan kode emiten (bbca).,['bbca']
"Reliance Sekuritas: IHSG Hari ini Melemah, CPIN Salah Satu Jajaran Saham Berpotensi Naik",bank dengan kode emiten bmri ini mempekerjakan total 37.840 orang karyawan pada tahun 2021. jumlah tersebut turun jika dibandingkan dengan 2020 yang mencapai 38.247 orang.,['bmri']
"Reliance Sekuritas: IHSG Hari ini Melemah, CPIN Salah Satu Jajaran Saham Berpotensi Naik","beban sdm yang harus dianggarkan oleh perusahaan dengan emiten asii ini yakni sebesar rp 1,2 triliun.",['asii']
"Reliance Sekuritas: IHSG Hari ini Melemah, CPIN Salah Satu Jajaran Saham Berpotensi Naik","pada tahun 2021 lalu, bank dengan emiten bbni ini mempekerjakan sebanyak 27.177 karyawan.",['bbni']
"IHSG Masih Tertekan Aksi Jual, Cermati EXCL, ICBP, TINS, dan BBCA","ihsg berkurang sebesar 0,28 persen (20 poin) ke level 6.996. indeks lq45 -0,31% ke 1.007 indeks idx30 -0,34% ke 577. indeks idx80 -0,22% ke 141. jakarta islamic indeks (jii) -0,28% ke 586. indeks kompas100 -0,15% ke 1.223. indeks sri kehati -0,14% ke 395. indeks sminfra18 +0,24% ke 315. saham top gainers lq45: wika , ptpp , medc , towr , untr , brpt , hrum .","['wika', 'ptpp', 'medc', 'towr', 'untr', 'brpt', 'hrum']"
"IHSG Masih Tertekan Aksi Jual, Cermati EXCL, ICBP, TINS, dan BBCA","saham top losers lq45: jpfa , adro , tbig , hmsp , goto , bbca , eraa .","['jpfa', 'adro', 'tbig', 'hmsp', 'bbca', 'eraa']"
"IHSG Masih Tertekan Aksi Jual, Cermati EXCL, ICBP, TINS, dan BBCA","saham teraktif: mpow , bbca , wows , admr , antm , bima , buka .","['bbca', 'antm', 'buka']"
"IHSG Masih Tertekan Aksi Jual, Cermati EXCL, ICBP, TINS, dan BBCA",bursa eropa saham eropa dibuka di wilayah negatif pada hari selasa (28/6) karena kepercayaan investor global tampak menurun lagi.,['buka']
"IHSG Masih Tertekan Aksi Jual, Cermati EXCL, ICBP, TINS, dan BBCA","indeks ftse inggris dibuka 20 poin lebih rendah pada 7.250. indeks dax jerman turun 70 poin ke level 13.139, indeks cac-40 prancis turun 43 poin di posisi 6.021 dan indeks ftse mib italia turun 70 poin pada 21.733. minyak minyak mencatat reli pada trading hari selasa (28/6) saat sesi sore karena negara penting produsen minyak arab saudi dan uni emirates arab tampaknya tidak akan sanggup mendongkrak produksi secara signifikan.",['buka']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"untuk emiten yang terdampak diantaranya, saham ptba, admr, adro, dan itmg.","['ptba', 'adro', 'itmg']"
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"googletag.cmd.push(function() { googletag.display(""div-gpt-ad-multibanner""); }); pada pembukaan perdagangan rabu (22/6/2022) saat tulisan ini diproduksi, top gainers pada pembukaan pasar imbas dari berita jerman yang membutuhkan batu bara lebih banyak.","['buka', 'buka']"
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"menjadi sentimen positif kepada saham-saham batu bara iata 4,40% ; admr 3,41% ; ptba 3,22%, yang sempat mengalami koreksi pada minggu lalu.",['ptba']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"(ptba) melesat 8,04% dan memimpin penguatan.",['ptba']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"saat ini ptba berada pada harga rp 4.120/lembar saham [baca juga: seluk beluk investasi saham, pengertian sampai cara belinya! ]",['ptba']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"(itmg) keluar sebagai runner up dengan apresiasi 5,35% pada selasa 21/6/2022.",['itmg']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"harga itmg ditarik sejak 1 minggu terakhir mengalami penguatan terbatas +0,15% dan 3 bulan terakhir +18,53%.",['itmg']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,saat ini itmg berada pada harga rp 3.295/lembar saham selanjutnya di posisi ketiga ada perusahaan tambang batu bara terintegrasi milik garibaldi ‘boy’ thohir yakni pt adaro energy indonesia tbk.,['itmg']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"(adro) yang menguat 3,41% pada 21/6/2022.",['adro']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"jika dilihat price performance selama 1 minggu terakhir adro -3,81%, sedangkan selama 3 bulan terakhir sudah -1,62%.",['adro']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"saat ini adro berada pada harga rp 3.030/lembar saham [baca juga: daftar saham idx30 terbaru, yuk lihat sekarang! ]",['adro']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"melihat induk nya adro yang naik terbatas, admr ternyata sedang dalam fase bearish nya selama 2 minggu terakhir.",['adro']
Saham Pilihan untuk Trading 30 Juni dan Target Harganya,"selamat membaca… ebook gratis, petunjuk praktis dapat keuntungan di saham disclaimer-on : tulisan ini untuk edukasi, bukan saran investasi.",['buka']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","jadi target asing terbesar, menarik gak nih koleksi bmri?",['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","jakarta, cnbc indonesia - harga saham pt bank mandiri (persero) tbk (bmri) ditutup melemah 2,43% ke rp 8.025/unit pada sesi i perdagangan selasa (28/6/2022).",['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini",harga penutupan sesi i tersebut lebih rendah dari harga pembukaan di rp 8.150/unit.,['buka']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini",saham bmri ditransaksikan di rp 8.000 - rp 8.200 per unit hari ini.,['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","saham bmri sudah diperdagangkan sebanyak 3.901x dengan total nilai transaksi sebesar rp 138,83 miliar hingga istirahat siang.",['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","koreksi harga saham yang dialami oleh bmri membuat nilai kapitalisasi pasarnya tergerus rp 9,3 triliun hari ini.",['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","dalam sepekan terakhir kapitalisasi pasar bmri telah berkurang 2,73%.",['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","sebagai salah satu bank dengan nilai kapitalisasi pasar yang besar (big cap), penurunan harga saham bmri juga turut berdampak pada ihsg.",['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini",kendati tren satu bulan terakhir harga saham bmri cenderung turun tetapi asing malah mengakumulasi saham dengan aset terbesar di dalam negeri tersebut.,['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","dalam satu bulan terakhir, saham bmri dibeli bersih oleh asing sebesar rp 2 triliun dan menjadi saham dengan net buy asing terbesar.",['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini",secara momentum saham bmri boleh saja terkoreksi.,['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","bmri sukses membukukan pertumbuhan kredit yang secara konsolidasi sebesar 8,93% secara year on year (yoy) mencapai rp 1.072,9 triliun pada kuartal i 2022. pertumbuhan kredit ini lebih tinggi dibandingkan pertumbuhan industri yang sebesar 6,65% yoy.",['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","hingga kuartal i tahun ini, top line maupun bottom line bmri tercatat mengalami pertumbuhan seiring dengan penurunan beban biaya serta perbaikan kualitas aset.",['bmri']
"IHSG Diprediksi Mixed Cenderung Menguat, Cek Saham Unggulan Hari Ini","laba bersih : rp 10 triliun, naik 70% yoy pendapatan bunga bersih : rp 20,48 triliun, naik 17,1% yoy cost to income ratio : 36,43%, turun 565 bps yoy rasio cost of credit : 1,45%, turun 85 bps yoy rasio npl coverage : 266,4%, naik 3.084 bps yoy loan at risk (lar) : 17,2%, turun 457 bps yoy dengan peningkatan kinerja tersebut, wajar jika ekspektasi dividen yang lebih besar menjadi pemicu asing terus mengkoleksi saham bank pelat merah satu ini.",['inco']
"IHSG Diproyeksi Melemah Terbatas, Cermati Saham BBRI, TINS, TLKM, dan CARE","bni (bbni) pastikan rights issue tahun ini batal dilaksanakan bisnis.com, jakarta – pt bank negara indonesia (persero) tbk.",['bbni']
"IHSG Diproyeksi Melemah Terbatas, Cermati Saham BBRI, TINS, TLKM, dan CARE",atau bbni dipastikan tidak akan menggelar aksi penambahan modal melalui mekanisme rights issue .,['bbni']
"IHSG Diproyeksi Melemah Terbatas, Cermati Saham BBRI, TINS, TLKM, dan CARE",dia menyatakan bahwa batalnya pelaksanaan rights issue diambil karena kondisi permodalan emiten bank dengan ticker bbni ini masih dinilai mumpuni untuk mendukung rencana ekspansi bisnis sepanjang tahun ini.,['bbni']
"IHSG Diproyeksi Melemah Terbatas, Cermati Saham BBRI, TINS, TLKM, dan CARE",mucharom juga menyatakan bahwa ruang untuk ekspansi bni juga masih terbuka.,['buka']
"IHSG Berpotensi Naik Kamis 30 Juni 2022, Pantau Saham Pilihan Ini","kurs rupiah di bri, bni, mandiri, dan bca, selasa (28/6/2022)  solopos.com, jakarta– kurs rupiah pada awal perdagangan selasa (28/6/2022) dibuka melemah 0,21% atau 31 poin ke rp14.828 per dolar as pada selasa (28/6/2022).",['buka']
"IHSG Berpotensi Naik Kamis 30 Juni 2022, Pantau Saham Pilihan Ini",(bbca) pukul 09.21 wib e-rate: harga beli rp14.822 dan harga jual rp14.847 bank notes: harga beli rp14.674 per dolar as dan harga jual rp14.974 per dolar as.,['bbca']
"IHSG Berpotensi Naik Kamis 30 Juni 2022, Pantau Saham Pilihan Ini",(bbri) pukul 09.05 wib e-rate: harga beli rp14.808 dan harga jual rp14.838 tt counter: harga beli rp14.710 per dolar as dan harga jual rp14.910 per dolar as.,['bbri']
"IHSG Berpotensi Naik Kamis 30 Juni 2022, Pantau Saham Pilihan Ini",atau bmri pukul 08.46 wib e-rate: harga beli rp14.803 dan harga jual rp14.833 bank notes: harga beli rp14.570 per dolar as dan harga jual rp14.920 per dolar as.,['bmri']
"IHSG Berpotensi Naik Kamis 30 Juni 2022, Pantau Saham Pilihan Ini",(bbni) pukul 09.10 wib e-rate: harga beli rp14.772 dan harga jual rp14.821 bank notes: harga beli rp14.680 per dolar as dan harga jual rp14.980 per dolar as,['bbni']
Saham Pilihan Ketika IHSG Masih Sulit Menghijau,"awal perdagangan, ihsg anjlok, saham goto hingga tlkm melemah  solopos.com, jakarta– di awal perdagangan saham hari ini, selasa (28/6/2022), indeks harga saham gabungan (ihsg) dibuka melemah.","['tlkm', 'buka']"
Saham Pilihan Ketika IHSG Masih Sulit Menghijau,"berdasarkan data bloomberg, pada pukul 09.00 wib ihsg dibuka turun 0,14% pada posisi 7.006,40. ihsg sempat mencatatkan posisi terendahnya pada 6.986,18 beberapa saat setelah pembukaan.","['buka', 'buka']"
Saham Pilihan Ketika IHSG Masih Sulit Menghijau,"saham lain yang terpantau melemah adalah adalah pt bukalapak.com tbk (buka) yang turun 2,82% ke rp276, pt telkom indonesia (persero) tbk (tlkm) yang melemah 1,23% ke level rp4.020 serta pt goto gojek tokopedia tbk (goto) dengan koreksi 1,52% ke rp388.","['buka', 'buka', 'tlkm']"
SSMS Tegaskan Fasilitas Pembiayaan Tidak Langgar Aturan Lainnya,"kurs jual beli dolar as di bca (bbca), bri (bbri), mandiri (bmri), dan bni (bbni) hari ini, cek rinciannya bisnis.com, jakarta – rupiah dibuka melemah 0,21 persen atau 31 poin ke rp14.828 per dolar as pada selasa (28/6/2022).","['bbca', 'bbri', 'bmri', 'bbni', 'buka']"
SSMS Tegaskan Fasilitas Pembiayaan Tidak Langgar Aturan Lainnya,( bbca ) pukul 09.21 wib menetapkan harga beli dolar as sebesar rp14.822 dan harga jual sebesar rp14.847 berdasarkan e-rate .,['bbca']
SSMS Tegaskan Fasilitas Pembiayaan Tidak Langgar Aturan Lainnya,( bbri ) menetapkan harga beli dan harga jual dolar as pukul 09.05 wib masing-masing sebesar rp14.808 dan rp14.838 untuk e-rate.,['bbri']
SSMS Segera Kaji Buyback Global Bond Perseroan,"berikut ini beberapa rekomendasi dari yugen bertumbuh sekuritas, untuk saham-saham berpotensi dicermati pada perdagangan hari ini, diantaranya adalah : - wton - smra - asri - pwon - bsde - bbca - bbni - bina - unvr research analyst artha sekuritas indonesia, dennies christoper menambahkan, ada beberapa saham layak dicermati pada perdagangan hari ini.","['bbca', 'bbni', 'unvr']"
SSMS Segera Kaji Buyback Global Bond Perseroan,"disclaimer : artikel ini merupakan rekomendasi dan analisis saham dari analis sekuritas yang bersangkutan, bukan untuk mengajak membeli atau menjual saham tertentu.",['buka']
"IHSG Berpotensi Lanjutkan Pelemahan, Cermati Saham Rekomendasi Analis","sinergi layanan digital, bbni, telkomsel, dan mcas group jalin kerjasama ipotnews - pt bank negara indonesia (persero) tbk ( bbni ), pt telekomunikasi seluler (telkomsel), bersama pt m cash integrasi tbk ( mcas ) menjalin kerjasama untuk mensinergikan produk dan layanan digital.","['bbni', 'bbni']"
"IHSG Berpotensi Lanjutkan Pelemahan, Cermati Saham Rekomendasi Analis","dalam kerja sama ini, bbni dengan jaringannya yang luas, salah satunya adalah jaringan agen46 akan mendistribusikan produk dan layanan telkomsel seperti kartu sim, voucher fisik, pulsa, paket data, dan deretan produk unggulan telkomsel lainnya.",['bbni']
"IHSG Berpotensi Lanjutkan Pelemahan, Cermati Saham Rekomendasi Analis",bbni kini telah memiliki lebih dari 158.000 jaringan bni agen46 yang tersebar luas di berbagai wilayah di indonesia.,['bbni']
"IHSG Berpotensi Lanjutkan Pelemahan, Cermati Saham Rekomendasi Analis","sementara itu, telkomsel merupakan perusahaan telekomunikasi digital terdepan di indonesia yang kini telah melayani lebih dari 175 juta pelanggan serta memiliki lebih dari 500.000 jaringan mitra outlet di seluruh indonesia, akan menawarkan layanan perbankan bni kepada masyarakat, seperti melakukan pembukaan rekening nasabah, setoran tunai, tarik tunai, dan beragam layanan lainnya.",['buka']
"IHSG Berpotensi Lanjutkan Pelemahan, Cermati Saham Rekomendasi Analis","selain itu, mcas group juga memberdayakan ekosistem digitalnya untuk bersinergi dengan bni melalui kerjasama sharing biller, layanan drop point logistik melalui agen46 bni, utilisasi ip bumi langit pada kartu uang elektronik tapcash dan kedepannya membuka aksesbilitas sistem ganti baterai ev volta yang berkelanjutan.",['buka']
"IHSG Berpotensi Lanjutkan Pelemahan, Cermati Saham Rekomendasi Analis","direktur utama bbni , royke tumilaar, menjelaskan bahwa bni, telkomsel, dan mcas group memiliki tujuan sama dalam transformasi digital dalam proses bisnis termasuk customer on-boarding, in-app customer engagement, modernisasi tranksaksi dan layanan, hingga pemanfaatan big data.",['bbni']
